text,label,predicted,probabilities,confidence,is_correct
医疗护理科研创新推动护理进步 ,0,0,"[0.9999004602432251, 9.949976811185479e-05]",0.9999004602432251,True
脑子转不过弯可以，但别进水了,1,1,"[8.950462506618351e-05, 0.9999104738235474]",0.9999104738235474,True
“真希望你的脑子里都装的是电容，可惜，有些人偏偏装了电阻。”了,1,1,"[7.482831279048696e-05, 0.9999251365661621]",0.9999251365661621,True
节能减排工作取得新成效 ,0,0,"[0.9998514652252197, 0.00014845449186395854]",0.9998514652252197,True
我们会努力做得更好 ,0,0,"[0.9998698234558105, 0.00013016181765124202]",0.9998698234558105,True
太全特,1,1,"[7.424766954500228e-05, 0.9999257326126099]",0.9999257326126099,True
医疗护理团队建设创新提高团队凝聚力 ,0,0,"[0.999910831451416, 8.920350956032053e-05]",0.999910831451416,True
怂样,1,1,"[0.00012739178782794625, 0.9998725652694702]",0.9998725652694702,True
操|你|妹,1,1,"[7.845868822187185e-05, 0.9999215602874756]",0.9999215602874756,True
Medical nursing law safeguards nursing staff rights. Medical nursing law: medical nursing law; nursing staff rights: nursing staff rights ,0,0,"[0.999862551689148, 0.00013738042616751045]",0.999862551689148,True
屌爆,1,1,"[9.41290199989453e-05, 0.9999058246612549]",0.9999058246612549,True
婊是,1,1,"[0.0001052196603268385, 0.9998947381973267]",0.9998947381973267,True
傻妞吧,1,1,"[0.0001087826385628432, 0.9998911619186401]",0.9998911619186401,True
你#麻痹,1,1,"[0.00010232600470772013, 0.9998977184295654]",0.9998977184295654,True
瓜批,1,1,"[9.99303229036741e-05, 0.9999001026153564]",0.9999001026153564,True
《企业文化建设推进计划》：制定企业文化建设推进计划，确保建设工作有序进行 ,0,0,"[0.9998630285263062, 0.00013691787899006158]",0.9998630285263062,True
真点儿背,1,1,"[0.00011302735947538167, 0.9998869895935059]",0.9998869895935059,True
我|看|你|是|土狗|打|饱嗝|-|屎|吃|多|了,1,1,"[7.035402813926339e-05, 0.999929666519165]",0.999929666519165,True
别逗了,1,1,"[0.00011247815564274788, 0.9998874664306641]",0.9998874664306641,True
不.长.记性,1,1,"[9.549857350066304e-05, 0.9999045133590698]",0.9999045133590698,True
感恩生活中的每一份小确幸与美好带来的快乐与满足丰富人生的幸福与满足感 ,0,0,"[0.9998780488967896, 0.00012197460455354303]",0.9998780488967896,True
冒傻气,1,1,"[9.739864617586136e-05, 0.999902606010437]",0.999902606010437,True
哥们儿,1,1,"[0.0001285977486986667, 0.9998713731765747]",0.9998713731765747,True
医疗护理教育培养专业护理人才 ,0,0,"[0.9998682737350464, 0.00013176226639188826]",0.9998682737350464,True
无节操,1,1,"[7.536038174293935e-05, 0.9999246597290039]",0.9999246597290039,True
好烦,1,1,"[0.00010932390432571992, 0.9998906850814819]",0.9998906850814819,True
秀下限啊,1,1,"[7.834834104869515e-05, 0.9999216794967651]",0.9999216794967651,True
电影展播优秀影片丰富精神生活 ,0,0,"[0.9998733997344971, 0.0001265901664737612]",0.9998733997344971,True
鄙视+你们,1,1,"[8.53324236231856e-05, 0.9999146461486816]",0.9999146461486816,True
某男的,1,1,"[8.506552694598213e-05, 0.9999148845672607]",0.9999148845672607,True
地中海贫血的治疗主要是输血和祛铁治疗，严重者可考虑造血干细胞移植 ,0,0,"[0.9998388290405273, 0.00016109446005430073]",0.9998388290405273,True
《质量检测方案》：确保产品质量符合标准，提升企业信誉 ,0,0,"[0.9998865127563477, 0.0001134217600338161]",0.9998865127563477,True
她每天都会和家人通电话，关心彼此的生活，分享快乐和烦恼，增强家庭的凝聚力和温暖感 ,0,0,"[0.9998244643211365, 0.00017553940415382385]",0.9998244643211365,True
骚骚,1,1,"[8.42082517920062e-05, 0.9999158382415771]",0.9999158382415771,True
教育改革更加深化 ,0,0,"[0.9997270703315735, 0.00027295888867229223]",0.9997270703315735,True
“|真|希望|你|的|脑子里|都|装|的|是|电容|，|可惜|，|有些|人|偏偏|装|了|电阻|。|”,1,1,"[8.029599848669022e-05, 0.9999196529388428]",0.9999196529388428,True
学习新的软件工具，提高工作效率 ,0,0,"[0.9998879432678223, 0.0001120784945669584]",0.9998879432678223,True
亮剑吧，我没的是素质，你没的是亲妈吧,1,1,"[7.737235864624381e-05, 0.9999226331710815]",0.9999226331710815,True
你~麻痹,1,1,"[0.00010442690836498514, 0.9998955726623535]",0.9998955726623535,True
特别狗样,1,1,"[8.393230382353067e-05, 0.9999160766601562]",0.9999160766601562,True
产业转型升级步伐加快 ,0,0,"[0.9997543692588806, 0.0002456705260556191]",0.9997543692588806,True
感谢你们的悉心教导 ,0,0,"[0.9998675584793091, 0.00013244157889857888]",0.9998675584793091,True
贱狗,1,1,"[0.00010811840911628678, 0.9998918771743774]",0.9998918771743774,True
生态环境持续改善 ,0,0,"[0.999880313873291, 0.00011963496217504144]",0.999880313873291,True
不-长-记性,1,1,"[0.00013061986828688532, 0.9998693466186523]",0.9998693466186523,True
看你儿子是做老师的，天天去爬山的,1,1,"[9.45340798352845e-05, 0.9999054670333862]",0.9999054670333862,True
合作意向积极主动共同推进 ,0,0,"[0.9999029636383057, 9.706577839097008e-05]",0.9999029636383057,True
就是嫉妒我户口本可以翻页（说他是孤儿）,1,1,"[6.136038427939638e-05, 0.9999386072158813]",0.9999386072158813,True
生旦净末你，金木水火你。,1,1,"[7.73244901211001e-05, 0.9999226331710815]",0.9999226331710815,True
真是.瞎,1,1,"[8.693627023603767e-05, 0.9999130964279175]",0.9999130964279175,True
疯子,1,1,"[9.471661178395152e-05, 0.9999052286148071]",0.9999052286148071,True
特别你爸今晚连夜庭院种枇杷树,1,1,"[7.619913230882958e-05, 0.999923825263977]",0.999923825263977,True
欠虐吧,1,1,"[0.00010328740609111264, 0.9998966455459595]",0.9998966455459595,True
愿我们的爱永远纯真 ,0,0,"[0.9998158812522888, 0.00018419334082864225]",0.9998158812522888,True
感谢您给我们这个机会 ,0,0,"[0.9998819828033447, 0.00011804486712208018]",0.9998819828033447,True
你走的那天风很大，火化的时候还诈尸，一直喊没死，最后用铁链绑着烧完的。火很旺，家属很坚强一个哭的都没有，甚至有一个忍不住笑出声。路上灵车翻了骨灰盒摔了，刚要捧点灰来了辆洒水车，众人只好把混着泥巴的骨灰，随便捧点埋了，不久之后坟头拆迁，上面开了家迪厅，每天重复播放今天是个好日子。,1,1,"[7.444746006513014e-05, 0.9999254941940308]",0.9999254941940308,True
你在野区刷微信步数？,1,1,"[0.0001492252922616899, 0.9998507499694824]",0.9998507499694824,True
财务运营健康稳定确保发展 ,0,0,"[0.9998842477798462, 0.00011568578338483348]",0.9998842477798462,True
屌丝女,1,1,"[8.542726573068649e-05, 0.9999145269393921]",0.9999145269393921,True
煞爆,1,1,"[0.00010198728705290705, 0.9998979568481445]",0.9998979568481445,True
欢乐的亲子手工活动培养创造力与亲子关系增进家庭和谐与幸福 ,0,0,"[0.9998940229415894, 0.0001059902278939262]",0.9998940229415894,True
读完心里暖洋洋的.很棒 ,0,0,"[0.9998031258583069, 0.00019695392984431237]",0.9998031258583069,True
专业水平很高.佩服 ,0,0,"[0.9998975992202759, 0.00010242655116599053]",0.9998975992202759,True
跟我吧,1,1,"[0.0001268061896553263, 0.999873161315918]",0.999873161315918,True
脑子*转*不过*弯*可以*，*但别*进水,1,1,"[8.46330585773103e-05, 0.999915361404419]",0.999915361404419,True
说.人家,1,1,"[0.00011194765102118254, 0.9998880624771118]",0.9998880624771118,True
蠢是,1,1,"[0.00010306692274753004, 0.9998968839645386]",0.9998968839645386,True
传统文化活动丰富多彩传承民族精神 ,0,0,"[0.9999072551727295, 9.27256842260249e-05]",0.9999072551727295,True
Basic medical research lays the foundation for medicine. Basic medical research: basic medical research; medicine foundation: medicine foundation ,0,0,"[0.9997920393943787, 0.00020799650519620627]",0.9997920393943787,True
缺心眼儿,1,1,"[0.0001054436361300759, 0.9998944997787476]",0.9998944997787476,True
脑子-转-不过-弯-可以-，-但别-进水,1,1,"[8.356175385415554e-05, 0.9999164342880249]",0.9999164342880249,True
挺服,1,1,"[0.0001319092116318643, 0.9998680353164673]",0.9998680353164673,True
把我气死，你当孤儿？,1,1,"[7.619157258886844e-05, 0.999923825263977]",0.999923825263977,True
我会说,1,1,"[0.0004130398156121373, 0.9995869994163513]",0.9995869994163513,True
非常看你儿子是做老师的，天天去爬山,1,1,"[7.531202572863549e-05, 0.9999246597290039]",0.9999246597290039,True
Microbiology is closely related to infectious diseases. Microbiology: microbiology; infectious diseases: infectious diseases ,0,0,"[0.9997743964195251, 0.00022563632228411734]",0.9997743964195251,True
非常烂话,1,1,"[8.626364433439448e-05, 0.9999136924743652]",0.9999136924743652,True
亮剑吧，我没的是素质，你没的是亲ma,1,1,"[8.918003004509956e-05, 0.999910831451416]",0.999910831451416,True
你爸今晚晚连夜庭院种枇杷树,1,1,"[8.726334635866806e-05, 0.9999127388000488]",0.9999127388000488,True
心眼小,1,1,"[0.0001253377558896318, 0.9998745918273926]",0.9998745918273926,True
小愤青吧,1,1,"[0.00011758750042645261, 0.9998823404312134]",0.9998823404312134,True
键盘侠呢,1,1,"[0.00015355655341409147, 0.9998464584350586]",0.9998464584350586,True
好我看你是土狗打饱嗝-屎吃多了,1,1,"[7.91145721450448e-05, 0.9999208450317383]",0.9999208450317383,True
说。人家,1,1,"[0.0001139474188676104, 0.9998860359191895]",0.9998860359191895,True
真可笑呢,1,1,"[9.815442899707705e-05, 0.9999018907546997]",0.9999018907546997,True
你麻痹吧,1,1,"[9.991964907385409e-05, 0.9999001026153564]",0.9999001026153564,True
跟.我,1,1,"[9.039478754857555e-05, 0.9999096393585205]",0.9999096393585205,True
操*你*妹,1,1,"[0.00010284563904860988, 0.9998971223831177]",0.9998971223831177,True
脑子转不过弯可以，但别进水的,1,1,"[8.226148929679766e-05, 0.99991774559021]",0.99991774559021,True
直男癌,1,1,"[9.356647206004709e-05, 0.9999064207077026]",0.9999064207077026,True
合作前景美好光明充满希望 ,0,0,"[0.9998431205749512, 0.0001568539737490937]",0.9998431205749512,True
如果长得丑算残疾的话，那你可以去领残疾证了,1,1,"[0.00012466739281080663, 0.9998753070831299]",0.9998753070831299,True
看您这逻辑，直肠通大脑吧呢,1,1,"[0.00012141550541855395, 0.9998785257339478]",0.9998785257339478,True
心眼小啊,1,1,"[0.00012251664884388447, 0.9998774528503418]",0.9998774528503418,True
看您这逻辑，直肠通脑吧,1,1,"[0.00011121370334876701, 0.9998887777328491]",0.9998887777328491,True
真可笑啊,1,1,"[8.809021528577432e-05, 0.999911904335022]",0.999911904335022,True
点儿。背,1,1,"[9.751350444275886e-05, 0.9999024868011475]",0.9999024868011475,True
好好屌,1,1,"[0.0001224271982209757, 0.9998775720596313]",0.9998775720596313,True
真烂话,1,1,"[0.00011613155220402405, 0.9998838901519775]",0.9998838901519775,True
傻 妞,1,1,"[0.00012157584569649771, 0.9998784065246582]",0.9998784065246582,True
诗歌活动诗意盎然弘扬文学艺术 ,0,0,"[0.9999004602432251, 9.949482773663476e-05]",0.9999004602432251,True
真的好人啊,1,1,"[0.00029439496574923396, 0.9997056126594543]",0.9997056126594543,True
键盘。侠,1,1,"[8.598777640145272e-05, 0.9999140501022339]",0.9999140501022339,True
太脑子转不过弯可以，但别进水,1,1,"[8.63879467942752e-05, 0.9999135732650757]",0.9999135732650757,True
多脏的字骂你我都嫌干净。,1,1,"[8.97353675100021e-05, 0.9999102354049683]",0.9999102354049683,True
城外|三十里|火光冲天|烧|的|就是|你|飘零|的|骨灰,1,1,"[6.946225767023861e-05, 0.9999305009841919]",0.9999305009841919,True
制药企业研发创新药物，造福患者健康 ,0,0,"[0.9999006986618042, 9.928850340656936e-05]",0.9999006986618042,True
合作意向明确坚定共同努力 ,0,0,"[0.9998862743377686, 0.00011375873873475939]",0.9998862743377686,True
你走的那天风很大，火化的时候还诈尸，一直喊没死，最后用铁链绑着烧完的。火很旺，家属很坚强一个哭的都没有，甚至有一个忍不住笑出声。路上灵车翻了骨灰盒摔了，刚要捧点灰来了一辆洒水车，众人只好把混着泥巴的骨灰，随便捧点埋了，不久之后坟头拆拆迁，上面开了家迪厅，每天重复播放今天是个好日子。,1,1,"[7.393876876449212e-05, 0.9999260902404785]",0.9999260902404785,True
你真傻,1,1,"[0.00011370743595762178, 0.9998862743377686]",0.9998862743377686,True
戏曲演出韵味悠长传承文化瑰宝 ,0,0,"[0.9998799562454224, 0.00011999290290987119]",0.9998799562454224,True
见解很独特.学到很多 ,0,0,"[0.9998195767402649, 0.00018043098680209368]",0.9998195767402649,True
非常尼马,1,1,"[7.806687062839046e-05, 0.9999219179153442]",0.9999219179153442,True
制药企业注重环保生产，履行社会责任 ,0,0,"[0.9998610019683838, 0.00013896833115722984]",0.9998610019683838,True
跟_我,1,1,"[0.00010984900291077793, 0.9998900890350342]",0.9998900890350342,True
欠+抽,1,1,"[7.510984869441018e-05, 0.999924898147583]",0.999924898147583,True
爱骂,1,1,"[8.319378684973344e-05, 0.9999167919158936]",0.9999167919158936,True
我永远是你们的骄傲 ,0,0,"[0.9998899698257446, 0.00011005388660123572]",0.9998899698257446,True
“-真-希望-你-的-脑子里-都-装-的-是-电容-，-可惜-，-有些-人-偏偏-装-了-电阻-。-”,1,1,"[7.894049485912547e-05, 0.9999210834503174]",0.9999210834503174,True
特别你的嘴简直能给农田施肥,1,1,"[8.172799425665289e-05, 0.9999182224273682]",0.9999182224273682,True
我姐,1,1,"[0.00015443697338923812, 0.9998455047607422]",0.9998455047607422,True
会议交流充分深入达成目标 ,0,0,"[0.9998912811279297, 0.00010870362893911079]",0.9998912811279297,True
看您这逻辑，直肠通大脑,1,1,"[0.00015932550013531, 0.9998406171798706]",0.9998406171798706,True
《企业文化建设实施计划》：制定具体的实施计划，推进企业文化建设 ,0,0,"[0.9998323917388916, 0.00016758672427386045]",0.9998323917388916,True
商业合作互利互惠共同成长 ,0,0,"[0.999903678894043, 9.630515705794096e-05]",0.999903678894043,True
你真逗,1,1,"[0.0001154599740402773, 0.9998844861984253]",0.9998844861984253,True
励志在奋斗中不断超越自我实现人生价值追求卓越与完美 ,0,0,"[0.999884843826294, 0.00011517704842844978]",0.999884843826294,True
好狗样,1,1,"[0.00010231117630610242, 0.9998977184295654]",0.9998977184295654,True
傻的可以,1,1,"[8.213294495362788e-05, 0.9999178647994995]",0.9999178647994995,True
特别说人家,1,1,"[0.00010689948248909786, 0.999893069267273]",0.999893069267273,True
风险控制严格得力确保安全 ,0,0,"[0.9998823404312134, 0.0001176613150164485]",0.9998823404312134,True
非常操你妹,1,1,"[8.270605758298188e-05, 0.9999172687530518]",0.9999172687530518,True
读着读着眼眶湿润了 ,0,0,"[0.9984898567199707, 0.0015101077733561397]",0.9984898567199707,True
城外三十里火光天烧的就是你飘零的骨灰,1,1,"[0.0001965672563528642, 0.9998034834861755]",0.9998034834861755,True
生态建设成果丰硕 ,0,0,"[0.9998400211334229, 0.00015995537978596985]",0.9998400211334229,True
真是瞎呢,1,1,"[0.0001003985307761468, 0.9998996257781982]",0.9998996257781982,True
表子,1,1,"[0.00015360808174591511, 0.999846339225769]",0.999846339225769,True
真咋了,1,1,"[0.00010853282583411783, 0.9998914003372192]",0.9998914003372192,True
看 你 儿子 是 做 老师 的 ， 天天 去 爬山,1,1,"[8.809054997982457e-05, 0.999911904335022]",0.999911904335022,True
逼逼逼的,1,1,"[9.126081567956135e-05, 0.9999086856842041]",0.9999086856842041,True
擦擦擦,1,1,"[0.00012719757796730846, 0.9998728036880493]",0.9998728036880493,True
太二百五,1,1,"[8.923038694774732e-05, 0.9999107122421265]",0.9999107122421265,True
好无奈,1,1,"[0.00010346475028200075, 0.9998965263366699]",0.9998965263366699,True
操你妹吧,1,1,"[0.00010758853750303388, 0.9998923540115356]",0.9998923540115356,True
《生产计划》：合理安排生产，确保产品供应 ,0,0,"[0.9998143315315247, 0.00018568869563750923]",0.9998143315315247,True
死脑经,1,1,"[9.592781134415418e-05, 0.9999040365219116]",0.9999040365219116,True
特别瓜批,1,1,"[8.453248301520944e-05, 0.9999154806137085]",0.9999154806137085,True
笑笑我,1,1,"[0.00015404210716951638, 0.9998459815979004]",0.9998459815979004,True
感恩每一次成长的蜕变 ,0,0,"[0.9997974038124084, 0.00020261009922251105]",0.9997974038124084,True
你这种脑残程度我称之为珍稀物种,1,1,"[6.978973397053778e-05, 0.9999302625656128]",0.9999302625656128,True
欢乐的新年庙会热闹喜庆 ,0,0,"[0.9989705085754395, 0.0010294930543750525]",0.9989705085754395,True
特别撸主,1,1,"[8.61949083628133e-05, 0.9999138116836548]",0.9999138116836548,True
秀|下限,1,1,"[8.361772052012384e-05, 0.9999164342880249]",0.9999164342880249,True
看~您~这~逻辑~，~直肠~通~大脑~吧,1,1,"[8.722815255168825e-05, 0.9999127388000488]",0.9999127388000488,True
关注行业动态新闻，保持信息畅通 ,0,0,"[0.9998512268066406, 0.0001487086556153372]",0.9998512268066406,True
她积极参与国际交流，提升国际视野 ,0,0,"[0.9998407363891602, 0.0001592172047821805]",0.9998407363891602,True
天气这么冷，建议您把您妈的子宫摘下来，套在头上，防止把你脑子里的淫水冻成冰块。,1,1,"[0.0001084111790987663, 0.9998915195465088]",0.9998915195465088,True
最逗吧,1,1,"[8.465137943858281e-05, 0.999915361404419]",0.999915361404419,True
好你麻痹,1,1,"[9.945784404408187e-05, 0.9999005794525146]",0.9999005794525146,True
逼女,1,1,"[7.785737398080528e-05, 0.9999221563339233]",0.9999221563339233,True
特别全特,1,1,"[8.034625352593139e-05, 0.9999196529388428]",0.9999196529388428,True
医院开展医疗联合体成员单位医疗服务质量提升行动经验交流座谈会，分享经验，共同提高 ,0,0,"[0.9998980760574341, 0.00010190902685280889]",0.9998980760574341,True
真脑子转不过弯可以，但别进水,1,1,"[8.431527385255322e-05, 0.9999157190322876]",0.9999157190322876,True
我们的情谊最纯粹 ,0,0,"[0.9997708201408386, 0.00022913282737135887]",0.9997708201408386,True
我+看+你+是+土狗+打+饱嗝+-+屎+吃+多+了,1,1,"[6.45366744720377e-05, 0.999935507774353]",0.999935507774353,True
傻*,1,1,"[0.00012026519107166678, 0.9998797178268433]",0.9998797178268433,True
真可笑的,1,1,"[7.411382830468938e-05, 0.9999258518218994]",0.9999258518218994,True
创新创业环境优化 ,0,0,"[0.9997909665107727, 0.00020906719146296382]",0.9997909665107727,True
好看你儿子是做老师的，天天去爬山,1,1,"[7.656426896573976e-05, 0.9999234676361084]",0.9999234676361084,True
某男吧,1,1,"[8.532241190550849e-05, 0.9999146461486816]",0.9999146461486816,True
真欠虐,1,1,"[9.54971183091402e-05, 0.9999045133590698]",0.9999045133590698,True
医疗护理安全文化创新提高安全意识 ,0,0,"[0.9998972415924072, 0.00010271625797031447]",0.9998972415924072,True
非常瓜批,1,1,"[8.561509457649663e-05, 0.9999144077301025]",0.9999144077301025,True
太笑我,1,1,"[0.00010957272024825215, 0.9998904466629028]",0.9998904466629028,True
脑子转不过弯可以，但别进水吧,1,1,"[8.163438178598881e-05, 0.9999183416366577]",0.9999183416366577,True
你爸今晚连夜庭院种枇杷树啊,1,1,"[9.826680616242811e-05, 0.9999017715454102]",0.9999017715454102,True
老师们创新教学方法手段，激发学生兴趣 ,0,0,"[0.9997884631156921, 0.0002115349197993055]",0.9997884631156921,True
认真对待学习挑战，勇于突破自我 ,0,0,"[0.9996919631958008, 0.000308001646772027]",0.9996919631958008,True
真可笑笑,1,1,"[9.577954915584996e-05, 0.9999041557312012]",0.9999041557312012,True
瞎吹牛,1,1,"[0.00010632773046381772, 0.9998936653137207]",0.9998936653137207,True
整天惦记这点弱智玩意儿你这辈子就只能是个废物了 你爹我虽然也不是什么特别有趣的人 但至少比你有趣点 也比你厉害点 知道为啥吗 因为你每天都在捡你爹我的屎吃啊废物儿子,1,1,"[6.964321073610336e-05, 0.9999303817749023]",0.9999303817749023,True
全特,1,1,"[7.819844904588535e-05, 0.9999217987060547]",0.9999217987060547,True
你要去搜狗。,1,1,"[8.182790043065324e-05, 0.9999182224273682]",0.9999182224273682,True
装比,1,1,"[0.00010484166705282405, 0.9998950958251953]",0.9998950958251953,True
你爸今晚连夜庭院种枇杷树呢,1,1,"[0.00011968185572186485, 0.999880313873291]",0.999880313873291,True
电影放映活动丰富多样满足观众需求 ,0,0,"[0.999882698059082, 0.00011734109284589067]",0.999882698059082,True
跟-我,1,1,"[0.00011805286339949816, 0.9998819828033447]",0.9998819828033447,True
制药企业加强药品研发项目沟通协调机制创新活动，提高项目沟通协调效率和效果 ,0,0,"[0.9999125003814697, 8.743442595005035e-05]",0.9999125003814697,True
心眼小吧,1,1,"[0.00014350582205224782, 0.9998564720153809]",0.9998564720153809,True
好太特,1,1,"[0.00011255810386501253, 0.9998874664306641]",0.9998874664306641,True
偏头痛的发病机制与血管舒缩功能障碍和神经递质异常有关 ,0,0,"[0.9998179078102112, 0.00018212317081633955]",0.9998179078102112,True
看你儿子是做老师的，天去爬山,1,1,"[9.553008567309007e-05, 0.9999045133590698]",0.9999045133590698,True
撸*主,1,1,"[0.00010619691602187231, 0.9998937845230103]",0.9998937845230103,True
怂比,1,1,"[0.00010642124834703282, 0.9998935461044312]",0.9998935461044312,True
欠虐呢,1,1,"[0.00010557282075751573, 0.999894380569458]",0.999894380569458,True
“真希望你的脑子里都装的是电容，可惜，有些人偏偏装了电阻。”吧,1,1,"[7.438097236445174e-05, 0.9999256134033203]",0.9999256134033203,True
创新能力显著提升 ,0,0,"[0.9998704195022583, 0.00012961514585185796]",0.9998704195022583,True
我主动寻求合作机会，拓展业务领域 ,0,0,"[0.9997017979621887, 0.0002981636207550764]",0.9997017979621887,True
他喜欢在假期里去旅行，探索不同的地方 ,0,0,"[0.9997246861457825, 0.0002752888249233365]",0.9997246861457825,True
太傻妞,1,1,"[0.00010202863632002845, 0.9998979568481445]",0.9998979568481445,True
好_屌,1,1,"[9.555412543704733e-05, 0.9999043941497803]",0.9999043941497803,True
咦 ， 你 嘴 咋 这么 臭 呢 ？ 刚 吃 完屎 ？,1,1,"[8.338280895259231e-05, 0.9999165534973145]",0.9999165534973145,True
《产品推广方案评估》：评估产品推广方案效果，及时调整方案 ,0,0,"[0.9998323917388916, 0.0001676313258940354]",0.9998323917388916,True
看你儿子是做老师的，天天去爬山吧,1,1,"[9.573033457854763e-05, 0.9999042749404907]",0.9999042749404907,True
暖心的好文章.感谢 ,0,0,"[0.9995131492614746, 0.0004868007672484964]",0.9995131492614746,True
脑子_转_不过_弯_可以_，_但别_进水,1,1,"[7.79780384618789e-05, 0.9999220371246338]",0.9999220371246338,True
励志在奋斗中不断超越自我实现人生价值 ,0,0,"[0.9998748302459717, 0.00012510872329585254]",0.9998748302459717,True
我看你是土🐕打饱嗝-屎吃多了,1,1,"[7.473311416106299e-05, 0.9999252557754517]",0.9999252557754517,True
《培训课程评估指标》：确定培训课程评估指标，提高课程质量 ,0,0,"[0.9998476505279541, 0.00015237322077155113]",0.9998476505279541,True
非常全特,1,1,"[8.229962986661121e-05, 0.99991774559021]",0.99991774559021,True
医疗护理政策创新引导护理行业发展方向 ,0,0,"[0.9999016523361206, 9.836730896495283e-05]",0.9999016523361206,True
他努力开拓市场渠道，扩大企业影响力 ,0,0,"[0.9998409748077393, 0.0001590346946613863]",0.9998409748077393,True
你知道百度为什么搜不到你吗？你要去搜狗,1,1,"[7.589368760818616e-05, 0.9999240636825562]",0.9999240636825562,True
欢乐的自驾游享受自由之旅 ,0,0,"[0.9997809529304504, 0.00021904152526985854]",0.9997809529304504,True
《合作备忘录》：记录合作要点，为后续合作提供依据 ,0,0,"[0.9998390674591064, 0.00016094971215352416]",0.9998390674591064,True
非常脑子转不过弯可以，但别进水,1,1,"[7.390126120299101e-05, 0.9999260902404785]",0.9999260902404785,True
文学活动丰富多彩激发创作灵感 ,0,0,"[0.9999001026153564, 9.987754310714081e-05]",0.9999001026153564,True
槽你妹,1,1,"[0.00011193110549356788, 0.9998880624771118]",0.9998880624771118,True
讨论部分要深入分析结果，与前人研究进行比较 ,0,0,"[0.999625563621521, 0.0003744057903531939]",0.999625563621521,True
好直男癌,1,1,"[8.092016651062295e-05, 0.999919056892395]",0.999919056892395,True
傻了吧唧,1,1,"[9.964276250684634e-05, 0.9999003410339355]",0.9999003410339355,True
你就是我的全世界 ,0,0,"[0.9998254179954529, 0.00017455646593589336]",0.9998254179954529,True
秀。下限,1,1,"[8.330659329658374e-05, 0.999916672706604]",0.999916672706604,True
毛用,1,1,"[0.000124955884530209, 0.9998750686645508]",0.9998750686645508,True
闲的蛋疼,1,1,"[0.00010984324762830511, 0.9998900890350342]",0.9998900890350342,True
有你的日子都很温暖 ,0,0,"[0.9998764991760254, 0.00012348486052360386]",0.9998764991760254,True
亮剑吧，我没的是素质，你没的是亲妈的,1,1,"[7.872159767430276e-05, 0.9999213218688965]",0.9999213218688965,True
亮剑吧，我没的是素质，你没的是亲玛,1,1,"[8.898082887753844e-05, 0.9999110698699951]",0.9999110698699951,True
太狗娘养,1,1,"[7.371109677478671e-05, 0.9999263286590576]",0.9999263286590576,True
真是混蛋,1,1,"[9.321817196905613e-05, 0.9999067783355713]",0.9999067783355713,True
咦，你嘴咋这么臭呢？刚吃完屎？,1,1,"[8.338280895259231e-05, 0.9999165534973145]",0.9999165534973145,True
《产品研发项目管理》：加强产品研发项目管理，确保项目按时完成 ,0,0,"[0.9998276233673096, 0.00017232194659300148]",0.9998276233673096,True
亮剑~吧~，~我~没~的~是~素质~，~你~没~的~是~亲妈,1,1,"[7.594610360683873e-05, 0.9999240636825562]",0.9999240636825562,True
生态环境治理成效显著 ,0,0,"[0.9998528957366943, 0.0001470542192691937]",0.9998528957366943,True
白|瞎,1,1,"[7.988914876477793e-05, 0.999920129776001]",0.999920129776001,True
这文字太有共鸣了 ,0,0,"[0.9997827410697937, 0.00021729525178670883]",0.9997827410697937,True
励志向着阳光奋勇前行 ,0,0,"[0.9997825026512146, 0.0002174649853259325]",0.9997825026512146,True
音乐会演出精彩绝伦奏响动人旋律 ,0,0,"[0.9998809099197388, 0.00011903107224497944]",0.9998809099197388,True
非常伪摇,1,1,"[7.387603545794263e-05, 0.9999260902404785]",0.9999260902404785,True
你走的那天风很大，火化的时候还诈尸，一直喊没死，最后用铁链绑着烧烧完的。火很旺，家属很坚强一个哭的都没有，甚至有一个忍不住笑出声。路上灵车翻了骨灰盒摔了，刚要捧点灰来了一辆洒水车，众人只好把混着泥巴的骨灰，随便捧点埋了，不久之后坟头拆迁，上面开了家迪厅，每天重复播放今天是个好日子。,1,1,"[7.490620919270441e-05, 0.9999251365661621]",0.9999251365661621,True
骚娘们啊,1,1,"[8.869001612765715e-05, 0.9999113082885742]",0.9999113082885742,True
字里行间都是温度.棒 ,0,0,"[0.99977046251297, 0.00022950100537855178]",0.99977046251297,True
没节操,1,1,"[7.968198042362928e-05, 0.9999203681945801]",0.9999203681945801,True
邻居们互相帮助，共同解决生活中的问题 ,0,0,"[0.9989063739776611, 0.0010936789913102984]",0.9989063739776611,True
非常真无语,1,1,"[9.009617497213185e-05, 0.9999098777770996]",0.9999098777770996,True
你走的那天风很大，火化的时候还诈尸，一直喊没死，最后用铁链绑着烧完的。火很旺，家属很坚强一个哭的都没有，甚至有一个忍不住笑出声。路上灵车翻了骨灰盒摔了，刚要捧点灰来了一辆洒水车，众人只好把混着泥巴的骨灰，随便捧点埋了，不久之后坟头拆迁，上面开了家迪厅，每天重复播放今天天是个好日子。,1,1,"[7.330886001000181e-05, 0.9999266862869263]",0.9999266862869263,True
撸主了,1,1,"[0.00011123438162030652, 0.9998887777328491]",0.9998887777328491,True
欠虐,1,1,"[9.248548303730786e-05, 0.9999074935913086]",0.9999074935913086,True
我们会持续优化服务 ,0,0,"[0.999864935874939, 0.00013507298717740923]",0.999864935874939,True
