text,label,predicted,is_correct
比你傻,1,1,True
上海推进制造业创新,0,0,True
正在混合现实,0,0,True
下贱,1,1,True
没谱儿,1,0,False
多傻,1,0,False
全面建议国际合作不断深化稳步发展,0,0,True
财政政策中,0,0,True
开始数字经济驱动转型升级全面展开,0,0,True
跟风狗,1,0,False
任劳任怨稳步发展,0,0,True
深入开始温暖如春持续推进,0,0,True
傻不傻,1,0,False
怂人,1,1,True
装文艺,1,0,False
持续稳步继续收藏先,0,0,True
开始虚拟现实全面展开,0,0,True
正在物联网持续推进,0,0,True
神经兮兮,1,0,False
开始休息得好吗,0,0,True
装逼,1,0,False
全面绚丽多彩完成持续推进,0,0,True
稳步建议持续进步稳步发展,0,0,True
深入板凳持续推进稳步发展,0,0,True
持续奥利给完成,0,0,True
地板,0,0,True
稳步持续全面不好意思中,0,0,True
稳步继续城市更新改造推进,0,0,True
辛苦了完成稳步发展,0,0,True
持续持续正在别太累了,0,0,True
全面666中,0,0,True
哔了狗,1,1,True
没人爱,1,0,False
真装,1,0,False
整活,0,0,True
恶意满满,1,1,True
我是小三,1,0,False
需要专心致志持续推进,0,0,True
全面持续和衷共济,0,0,True
正在众志成城稳步发展,0,0,True
全面需要没问题稳步发展,0,0,True
逗我,1,0,False
需要就这么说定了,0,0,True
兢兢业业稳步发展,0,0,True
奥利给完成全面展开,0,0,True
建议留个言,0,0,True
混球,1,0,False
深入继续辛勤耕耘持续推进全面展开,0,0,True
深入正在谢谢你,0,0,True
开始下次再聊,0,0,True
持续蒸蒸日上持续推进,0,0,True
发展机遇共同分享,0,0,True
深入文明礼貌,0,0,True
需要汇率机制,0,0,True
需要yyds持续推进全面展开,0,0,True
不好笑,1,0,False
上海推进科技创新稳步发展,0,0,True
最近好吗,0,0,True
后会有期中,0,0,True
很恶心,1,1,True
财政政策完成,0,0,True
没骨气,1,1,True
开始求关注持续推进,0,0,True
莫装,1,0,False
哇靠,1,0,False
斯哈斯哈中持续推进持续推进,0,0,True
深入继续孜孜不倦稳步发展,0,0,True
需要生物多样性稳步发展,0,0,True
正在支持一下,0,0,True
全面持续你好啊中,0,0,True
持续服务业提质增效中,0,0,True
真烦,1,0,False
秀丽优美中,0,0,True
稳步开始专心致志,0,0,True
需要先这样吧全面展开,0,0,True
深入增强现实中,0,0,True
正在创新发展持续推进,0,0,True
正在云计算全面展开,0,0,True
持续建议回头说稳步发展,0,0,True
正在666稳步发展,0,0,True
旅游业复苏回暖完成,0,0,True
环境质量持续改善中,0,0,True
带饭,0,0,True
持续包在我身上完成,0,0,True
全面全面继续要照顾好自己,0,0,True
全面不好意思中,0,0,True
我是屌丝,1,0,False
温暖如春持续推进稳步发展,0,0,True
傻成,1,1,True
全面继续居民收入稳步增长,0,0,True
全面需要清新怡人稳步发展稳步发展,0,0,True
悲催,1,0,False
继续最近忙吗,0,0,True
收藏先持续推进,0,0,True
瞎搞,1,0,False
正在有同感全面展开,0,0,True
傻大妞,1,0,False
继续制造业转型升级全面展开持续推进,0,0,True
逼逼,1,0,False
建议巍峨壮观全面展开,0,0,True
老娘们,1,0,False
和衷共济中,0,0,True
深入深圳农业发展良好稳步发展,0,0,True
深圳医疗发展良好,0,0,True
过于真实完成,0,0,True
自找没趣,1,0,False
开始积极向上,0,0,True
深入开始稳步前进,0,0,True
早点休息中持续推进持续推进,0,0,True
拧巴,1,0,False
特码,1,0,False
建议过得怎么样,0,0,True
全面继续江湖再见,0,0,True
深入和衷共济持续推进,0,0,True
我好想,1,0,False
需要任劳任怨,0,0,True
继续信息安全稳步发展,0,0,True
啥意思,1,0,False
开始基础设施不断完善,0,0,True
瞎扯淡,1,1,True
正在整齐有序,0,0,True
稳步持续同心协力中全面展开持续推进,0,0,True
脸皮真厚,1,0,False
秀丽优美中全面展开,0,0,True
上海推进服务业创新,0,0,True
建议发展机遇共同分享,0,0,True
深入持续全面休戚与共完成,0,0,True
深圳推进科技创新,0,0,True
持续正在5G技术,0,0,True
继续同舟共济全面展开,0,0,True
正在气候变化全面展开,0,0,True
建议改天见面,0,0,True
深入全面开始欣欣向荣全面展开持续推进,0,0,True
深入开始社会保障体系完善,0,0,True
全面建议太客气了持续推进持续推进,0,0,True
持续全国科技发展良好全面展开,0,0,True
骂着,1,1,True
别学我,1,0,False
全面和衷共济中持续推进,0,0,True
好伤心,1,0,False
持续正在辛勤耕耘全面展开,0,0,True
蠢毙,1,0,False
正在生机勃勃持续推进,0,0,True
深入持续全心全意持续推进,0,0,True
稳步稳步持续优质服务,0,0,True
戏精,1,0,False
老逗,1,0,False
坑爹啊,1,1,True
农业现代化水平提高,0,0,True
笑话吧,1,0,False
狗鸡巴,1,1,True
开始智慧城市建设加速全面展开,0,0,True
清洁能源,0,0,True
黑出翔,1,0,False
持续养老服务质量提升完成持续推进,0,0,True
阳光明媚中持续推进持续推进,0,0,True
欣欣向荣完成,0,0,True
持续养老服务质量提升中持续推进,0,0,True
没尊严,1,1,True
建议吃饭了吗全面展开,0,0,True
好讨厌,1,0,False
建议城市治理水平提升,0,0,True
请问稳步发展,0,0,True
好久不见中,0,0,True
安全可靠中稳步发展,0,0,True
持续正在开拓创新持续推进,0,0,True
继续免疫学,0,0,True
大傻子,1,0,False
阳光明媚,0,0,True
懒得搭理,1,0,False
需要有事随时说,0,0,True
城市治理水平提升完成,0,0,True
逗比,1,0,False
稳步持续开始辛苦了,0,0,True
甩脸,1,0,False
正在开拓创新稳步发展,0,0,True
坑爹,1,1,True
全面智能制造推动效率提升中全面展开,0,0,True
要死要活,1,0,False
开始国际合作不断深化持续推进,0,0,True
深入深圳农业发展良好,0,0,True
瓜娃子,1,0,False
老狗,1,0,False
你码,1,0,False
开始投资组合,0,0,True
你你,1,0,False
团结协作,0,0,True
继续再联系稳步发展,0,0,True
装好人,1,0,False
正在努力工作稳步发展,0,0,True
稳步建议不错哦稳步发展,0,0,True
超级烦,1,0,False
持续蒸蒸日上,0,0,True
凭毛,1,1,True
开始应该的,0,0,True
稳步一定一定完成,0,0,True
不能忍,1,0,False
继续同舟共济,0,0,True
持续正在抱歉啊,0,0,True
深入正在文明礼貌稳步发展持续推进全面展开,0,0,True
女文青,1,0,False
持续打卡,0,0,True
码住,0,0,True
玻璃心,1,0,False
深入破防了中,0,0,True
污染防治攻坚战中稳步发展稳步发展,0,0,True
全面建议不好意思持续推进,0,0,True
哭瞎,1,0,False
深入需要别来无恙,0,0,True
全面继续预防医学持续推进,0,0,True
一个傻瓜,1,1,True
开始贸易往来日益频繁,0,0,True
5G应用场景不断拓展,0,0,True
开始春暖花开持续推进,0,0,True
稳步需要欢迎关注,0,0,True
此奥,1,0,False
春暖花开,0,0,True
需要繁荣昌盛,0,0,True
建议一定一定全面展开全面展开,0,0,True
深圳制造业发展良好,0,0,True
死一边去,1,0,False
云计算中,0,0,True
全面开始制造业转型升级,0,0,True
努力工作,0,0,True
稳步全面开始欢迎关注稳步发展,0,0,True
深入成都服务业发展良好,0,0,True
后会有期完成稳步发展,0,0,True
开始临床医学,0,0,True
生态文明建设推进中,0,0,True
需要不错哦,0,0,True
全面啥也不是稳步发展,0,0,True
继续孜孜不倦,0,0,True
很无语,1,0,False
全面涨知识完成全面展开,0,0,True
继续阳光明媚,0,0,True
蠢死,1,1,True
高贵冷艳,1,1,True
风险管理,0,0,True
开始期货交易,0,0,True
二五八万,1,0,False
开始开拓创新,0,0,True
正在社会保障体系完善,0,0,True
继续就这么说定了,0,0,True
全面需要身体还好吧,0,0,True
继续边缘计算,0,0,True
没品位,1,1,True
二百五,1,0,False
怂货,1,0,False
觉得恶心,1,1,True
全面稳步深入开始666持续推进,0,0,True
继续认真学习,0,0,True
成都推进制造业创新,0,0,True
挺操,1,0,False
吊炸天,1,0,False
奇葩啊,1,0,False
稳步建议和谐发展稳步发展,0,0,True
持续正在绚丽多彩,0,0,True
稳步文化产业蓬勃发展完成稳步发展,0,0,True
贱女人,1,1,True
正在养老服务质量提升,0,0,True
我笑了,1,0,False
继续收藏先,0,0,True
正在专心致志稳步发展,0,0,True
午安稳步发展全面展开,0,0,True
需要基因治疗,0,0,True
人工智能,0,0,True
全心全意中,0,0,True
需要回头说,0,0,True
需要辛苦了,0,0,True
真不爽,1,0,False
全面建议涨知识稳步发展,0,0,True
需要农业现代化水平提高,0,0,True
没文化,1,1,True
我错了吗,1,0,False
深入健康快乐稳步发展,0,0,True
土逼,1,1,True
任劳任怨完成持续推进,0,0,True
继续没关系,0,0,True
啥呀,1,0,False
继续病理学全面展开,0,0,True
成都推进农业创新,0,0,True
正在欣欣向荣,0,0,True
需要按时吃饭,0,0,True
全面继续供给侧改革,0,0,True
普通青年,1,0,False
挺蠢,1,0,False
阳光明媚完成,0,0,True
成都制造业发展良好持续推进,0,0,True
深入继续教育改革持续推进,0,0,True
稳步开始狠狠地持续推进,0,0,True
太天真,1,0,False
肥猪流,1,0,False
嘴太毒,1,1,True
深入持续建议回头说,0,0,True
洗洗睡吧,1,0,False
深入需要最近忙吗稳步发展,0,0,True
持续持续继续稳步前进,0,0,True
需要要照顾好自己,0,0,True
活该孤独,1,1,True
软件工程中,0,0,True
稳步安全可靠完成稳步发展,0,0,True
持续开始身体还好吧,0,0,True
需要身体还好吧,0,0,True
要疯了,1,0,False
北京推进教育创新,0,0,True
全心全意完成全面展开,0,0,True
建议get全面展开全面展开,0,0,True
正在碳中和,0,0,True
吊丝,1,0,False
建议认真学习,0,0,True
深入继续没毛病,0,0,True
全面深入文明礼貌,0,0,True
犯傻,1,1,True
脑残,1,0,False
抱走,0,0,True
好蠢,1,0,False
自然语言处理完成,0,0,True
深入就业形势持续向好,0,0,True
需要养老服务质量提升,0,0,True
开始下一个,0,0,True
持续持续进步全面展开,0,0,True
真的我,1,0,False
666中,0,0,True
稳步需要5G应用场景不断拓展,0,0,True
继续专心致志,0,0,True
谢谢你完成持续推进,0,0,True
建议稳步前进持续推进,0,0,True
太上头持续推进,0,0,True
继续孜孜不倦持续推进,0,0,True
正在没问题稳步发展,0,0,True
清新怡人中全面展开全面展开,0,0,True
发展机遇共同分享完成全面展开,0,0,True
持续继续好家伙持续推进,0,0,True
全面建议信息安全,0,0,True
稳步稳步前进,0,0,True
开始不客气,0,0,True
深入开始绚丽多彩,0,0,True
正在生机勃勃,0,0,True
需要物联网,0,0,True
蓬勃发展完成,0,0,True
草尼玛,1,0,False
早点休息中持续推进,0,0,True
成都推进制造业创新全面展开,0,0,True
稳步需要默默付出,0,0,True
深入正在秀丽优美全面展开,0,0,True
持续正在求关注,0,0,True
建议稳步前进全面展开,0,0,True
稳步建议留个言全面展开,0,0,True
无私奉献中全面展开,0,0,True
真可怕,1,0,False
正在人工智能引领产业变革,0,0,True
正在实事求是,0,0,True
持续建议城市更新改造推进稳步发展,0,0,True
看看就好,0,0,True
开始稳步前进全面展开,0,0,True
深入巍峨壮观,0,0,True
稳步建议秩序井然,0,0,True
秩序井然中,0,0,True
深圳教育发展良好,0,0,True
开始宏观经济,0,0,True
桑心,1,0,False
瞎得瑟,1,0,False
扯犊子,1,1,True
建议按时吃饭,0,0,True
全面深入正在专心致志,0,0,True
需要创新发展全面展开,0,0,True
稳步需要按时吃饭,0,0,True
真他妈,1,0,False
北京制造业发展良好,0,0,True
撩闲,1,0,False
哭哭,1,0,False
生态文明建设推进中稳步发展,0,0,True
稳步后会有期稳步发展持续推进稳步发展,0,0,True
板凳持续推进全面展开,0,0,True
建议学到了全面展开稳步发展,0,0,True
你老板,1,0,False
开始交通网络持续优化,0,0,True
深入通货膨胀中,0,0,True
全国科技发展良好,0,0,True
建议发展机遇共同分享持续推进,0,0,True
和谐融洽稳步发展,0,0,True
继续货币政策,0,0,True
休息得好吗全面展开,0,0,True
老骂,1,1,True
继续病理学,0,0,True
全面秀丽优美中稳步发展,0,0,True
环境保护完成,0,0,True
真渣,1,1,True
计算机视觉完成,0,0,True
需要当然可以,0,0,True
健康快乐,0,0,True
需要求关注,0,0,True
广州制造业发展良好,0,0,True
全面就业形势持续向好稳步发展,0,0,True
继续有同感持续推进全面展开,0,0,True
浪费表情,1,0,False
稳步需要云计算,0,0,True
人工智能中,0,0,True
开始下次聊,0,0,True
生气你,1,0,False
昂首阔步中稳步发展,0,0,True
开拓创新完成,0,0,True
抖机灵,1,0,False
需要勇于进取,0,0,True
需要国际合作不断深化,0,0,True
全面深入正在蒸蒸日上持续推进,0,0,True
持续城市治理水平提升稳步发展,0,0,True
稳步建议休戚与共,0,0,True
建议前途光明,0,0,True
蠢女人,1,1,True
破鞋,1,0,False
广州推进科技创新,0,0,True
太上头中稳步发展稳步发展稳步发展,0,0,True
就这么说定了中,0,0,True
我是骗子,1,1,True
真活该,1,1,True
你看你,1,0,False
建议辛勤耕耘持续推进,0,0,True
需要休戚与共,0,0,True
贱样,1,1,True
全面正在好家伙,0,0,True
有事随时说中,0,0,True
乃们,1,0,False
开始整齐有序持续推进,0,0,True
前途光明完成,0,0,True
持续深入开始看看就好持续推进,0,0,True
想操,1,0,False
磨磨唧唧,1,0,False
继续辛苦了全面展开持续推进持续推进,0,0,True
开始巍峨壮观,0,0,True
好的呀全面展开,0,0,True
蓝盆友,1,0,False
全面要照顾好自己中全面展开,0,0,True
深入成都服务业发展良好全面展开,0,0,True
深圳推进教育创新稳步发展稳步发展,0,0,True
我会说,1,0,False
建议和谐融洽稳步发展持续推进,0,0,True
全面稳步好家伙,0,0,True
继续谢谢你,0,0,True
笑疯,1,0,False
深入继续环保事业稳步前进,0,0,True
稳步正在创新发展持续推进,0,0,True
稳步深入开始孜孜不倦,0,0,True
你懂,1,0,False
没底线,1,1,True
全面需要雄伟壮丽,0,0,True
开始国际合作不断深化,0,0,True
需要昂首阔步,0,0,True
全面正在互帮互助,0,0,True
蓬勃发展中,0,0,True
你有病,1,0,False
特么会,1,0,False
持续全面持续继续辛勤耕耘持续推进持续推进持续推进全面展开稳步发展,0,0,True
继续学习了,0,0,True
神精病,1,0,False
全面建议精准医疗,0,0,True
全面全面666中,0,0,True
坚持不懈完成稳步发展,0,0,True
渣男,1,1,True
开始好久不见,0,0,True
稳步全面美好生活完成稳步发展,0,0,True
稳步建议学习进展如何,0,0,True
哎呦我去,1,0,False
操蛋,1,1,True
绝绝子全面展开,0,0,True
草蛋,1,0,False
稳步持续正在昂首阔步,0,0,True
全面开始全心全意稳步发展,0,0,True
不会做人,1,0,False
繁荣昌盛全面展开,0,0,True
正在学习进展如何,0,0,True
需要生机勃勃全面展开稳步发展,0,0,True
开始近来可好,0,0,True
叽叽歪歪,1,0,False
需要财政政策,0,0,True
深入继续同心协力,0,0,True
深入持续感谢分享中,0,0,True
顶一个稳步发展,0,0,True
闲得蛋疼,1,0,False
真丑,1,0,False
搞破鞋,1,1,True
作大死,1,0,False
持续稳全面展开稳步发展,0,0,True
生物多样性完成,0,0,True
深入别太累了持续推进,0,0,True
开始感激不尽全面展开,0,0,True
持续开始谢谢你稳步发展,0,0,True
深圳教育发展良好,0,0,True
社会保障体系完善全面展开,0,0,True
稳步继续没关系稳步发展,0,0,True
很拽,1,0,False
